id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
354,Listing 354,8987,Host 354,Gràcia,Barri Gòtic,41.426488326154214,2.1731356790510077,Private room,252,4,118,,1.0544311384039406,8,262
355,Listing 355,7799,Host 355,Ciutat Vella,La Barceloneta,41.431298573871615,2.1050420400274925,Entire home/apt,90,2,58,2025-05-24,4.285958285297943,1,295
356,Listing 356,5465,Host 356,Horta-Guinardó,Sants,41.42181230762265,2.1093979805183034,Private room,154,12,42,2025-07-21,4.1021341012951,5,69
357,Listing 357,1635,Host 357,Ciutat Vella,Barri Gòtic,41.4455523695955,2.2359656180016616,Entire home/apt,438,11,11,2025-08-27,2.2028676400615366,1,192
358,Listing 358,2693,Host 358,Ciutat Vella,Poble Sec,41.351823258267636,2.1208868056676393,Entire home/apt,427,5,39,2025-06-23,0.662023067482273,8,67
359,Listing 359,5752,Host 359,Ciutat Vella,Barri Gòtic,41.36957779856836,2.1798631023412827,Private room,242,12,117,2025-12-18,1.9112612598872918,8,304
360,Listing 360,9311,Host 360,Sants-Montjuïc,Sant Pere,41.350756287497816,2.161664340390106,Shared room,450,2,19,2026-03-09,3.096717270684557,1,51
361,Listing 361,1830,Host 361,Sants-Montjuïc,Sants,41.41474747141546,2.1521014989388263,Entire home/apt,327,2,165,2025-09-04,2.2720157723997643,9,362
362,Listing 362,6177,Host 362,Ciutat Vella,Poble Sec,41.439803054895,2.234975001853091,Entire home/apt,403,6,130,2025-08-28,3.900946342414975,2,284
363,Listing 363,9932,Host 363,Horta-Guinardó,Poble Sec,41.374348229657635,2.1032735095163235,Private room,286,11,155,2025-05-15,4.988114111256927,9,333
364,Listing 364,9308,Host 364,Gràcia,El Raval,41.442703454479634,2.1995684529263384,Private room,474,10,183,2026-04-08,0.9556604422444842,1,8
365,Listing 365,6949,Host 365,Gràcia,La Barceloneta,41.356026739028955,2.2445091651320324,Private room,270,9,89,2025-11-07,2.2982540982978623,9,250
366,Listing 366,3838,Host 366,Eixample,El Raval,41.44344360268055,2.1840252275192764,Entire home/apt,117,13,93,,2.15491950960411,4,331
367,Listing 367,2150,Host 367,Horta-Guinardó,Poble Sec,41.38516226872397,2.240523369304964,Entire home/apt,246,4,12,2025-12-11,1.5224626637447543,9,297
368,Listing 368,8560,Host 368,Sants-Montjuïc,Sants,41.36014208284492,2.1078386818929036,Entire home/apt,305,6,65,2025-06-21,0.9904775836014479,7,183
369,Listing 369,2931,Host 369,Ciutat Vella,Barri Gòtic,41.398587175918635,2.162818997861124,Private room,188,7,36,2025-12-02,0.3284605824482961,6,178
370,Listing 370,2664,Host 370,Eixample,Barri Gòtic,41.375677656772055,2.139023668644308,Entire home/apt,361,13,176,2025-08-01,4.435596586118492,5,197
371,Listing 371,2081,Host 371,Gràcia,Sants,41.3784872901962,2.2096231447471095,Entire home/apt,484,11,65,2026-03-10,2.099243488431588,9,127
372,Listing 372,1512,Host 372,Sants-Montjuïc,Poble Sec,41.38072899649263,2.247194563574587,Shared room,198,6,35,2025-09-26,2.4844775925002445,2,19
373,Listing 373,8805,Host 373,Sants-Montjuïc,Barri Gòtic,41.43030258978327,2.138479509366637,Entire home/apt,148,8,181,2025-12-20,4.584710241004579,2,327
374,Listing 374,6237,Host 374,Ciutat Vella,Barri Gòtic,41.40391612766753,2.198126190221111,Shared room,125,4,25,2025-05-27,3.8814523875797393,9,64
375,Listing 375,1559,Host 375,Gràcia,Barri Gòtic,41.3811307699156,2.1297146449139612,Private room,331,12,74,2025-09-05,0.6525063205859211,3,181
376,Listing 376,4672,Host 376,Horta-Guinardó,La Barceloneta,41.41103337833109,2.1847995381857417,Private room,420,1,199,2026-03-06,2.827099838038712,8,240
377,Listing 377,8404,Host 377,Sants-Montjuïc,La Barceloneta,41.42161506742232,2.1695898730032503,Entire home/apt,452,7,107,2025-09-27,2.2112613825977956,9,23
378,Listing 378,4343,Host 378,Ciutat Vella,Sant Pere,41.377262400073356,2.2458007994447304,Entire home/apt,158,3,167,2025-11-17,3.986055362893814,8,82
379,Listing 379,5070,Host 379,Horta-Guinardó,El Raval,41.391354910152536,2.19127909090447,Private room,237,6,42,2025-10-16,3.621162738059746,4,318
380,Listing 380,1580,Host 380,Gràcia,Sants,41.3621886093337,2.152425955813023,Private room,248,2,149,2025-07-25,3.45202860955536,1,184
381,Listing 381,8004,Host 381,Sants-Montjuïc,Sants,41.36811493495347,2.11711436773319,Private room,352,9,147,2025-07-15,1.7027241773994843,4,315
382,Listing 382,9130,Host 382,Horta-Guinardó,Sants,41.4181117853965,2.1226870243102405,Entire home/apt,376,1,7,2025-04-28,4.024818651996273,9,98
383,Listing 383,4147,Host 383,Horta-Guinardó,Sant Pere,41.36814383476956,2.133797539492685,Private room,203,6,28,2025-11-17,0.2619564779743061,2,61
384,Listing 384,5249,Host 384,Horta-Guinardó,La Barceloneta,41.40251633836671,2.137644999201045,Private room,89,6,39,2026-02-20,0.7981245071608362,3,285
385,Listing 385,2679,Host 385,Sants-Montjuïc,Poble Sec,41.420904626172245,2.2275924086761707,Private room,182,5,157,2025-11-12,1.6781163648895587,8,21
386,Listing 386,4506,Host 386,Sants-Montjuïc,Poble Sec,41.360687692309476,2.184183418242379,Private room,454,13,127,,0.3840372053464064,6,211
387,Listing 387,8253,Host 387,Eixample,Sant Pere,41.40673122196289,2.178508636706155,Private room,181,5,83,2025-05-04,1.174971387673458,8,125
388,Listing 388,3744,Host 388,Gràcia,Poble Sec,41.37565627837014,2.1172153307803825,Private room,328,1,115,,4.150754914989591,7,41
389,Listing 389,6188,Host 389,Ciutat Vella,Sants,41.44629268752376,2.229020954002415,Entire home/apt,411,10,182,2025-08-18,4.741257688950396,5,97
390,Listing 390,3141,Host 390,Horta-Guinardó,El Raval,41.398354564672,2.2084221454812725,Entire home/apt,133,12,143,2025-06-25,1.5230117788709525,9,30
391,Listing 391,7617,Host 391,Eixample,Barri Gòtic,41.430599254977515,2.110150254285,Entire home/apt,448,5,173,2025-07-28,1.3225790199441911,4,157
392,Listing 392,3479,Host 392,Ciutat Vella,La Barceloneta,41.40502265421563,2.2061752645844654,Entire home/apt,291,2,61,2026-03-02,1.3994632612321345,6,111
393,Listing 393,7484,Host 393,Eixample,La Barceloneta,41.35434125328548,2.181530732601397,Entire home/apt,165,7,6,2025-11-22,1.388595436754219,2,246
394,Listing 394,8421,Host 394,Sants-Montjuïc,Sant Pere,41.4133151375594,2.112258801862017,Entire home/apt,158,3,44,2026-01-21,0.17965091092986496,2,121
395,Listing 395,5452,Host 395,Horta-Guinardó,La Barceloneta,41.44514033422067,2.1687450962292987,Entire home/apt,270,13,186,2025-04-25,4.63458173165554,2,272
396,Listing 396,6881,Host 396,Ciutat Vella,Sants,41.41016118201463,2.1727044430695073,Entire home/apt,441,4,183,2025-12-03,1.068490707851642,7,293
397,Listing 397,7665,Host 397,Ciutat Vella,Poble Sec,41.43191888594268,2.1248661810244913,Private room,90,3,175,,2.100020370407025,2,206
398,Listing 398,3849,Host 398,Ciutat Vella,Sants,41.43842064633484,2.2418547220500424,Shared room,417,3,154,,0.0484344137048387,2,109
399,Listing 399,8390,Host 399,Ciutat Vella,Sant Pere,41.372807977194896,2.227496305722099,Entire home/apt,196,4,180,2026-02-17,4.2897754545752855,9,277
400,Listing 400,7905,Host 400,Ciutat Vella,Sants,41.37120448399082,2.200353350599366,Shared room,161,5,87,2025-08-14,3.655786722274586,7,55
401,Listing 401,3489,Host 401,Eixample,Poble Sec,41.4110980988851,2.1693443341500913,Entire home/apt,152,1,72,,4.733780175868516,3,56
402,Listing 402,5611,Host 402,Horta-Guinardó,El Raval,41.39110284698067,2.1617648312376763,Entire home/apt,95,4,162,,3.908077395981995,3,290
403,Listing 403,3839,Host 403,Sants-Montjuïc,Sant Pere,41.43398613028668,2.1976460200726433,Entire home/apt,461,12,178,2025-08-20,1.5685325602603262,7,113
404,Listing 404,9527,Host 404,Sants-Montjuïc,El Raval,41.44000231233981,2.181814780411036,Entire home/apt,373,12,36,2026-01-18,1.2393667936421182,5,307
405,Listing 405,6878,Host 405,Sants-Montjuïc,Barri Gòtic,41.38534213793027,2.109340965882283,Private room,427,11,118,2025-12-14,3.4885815377664646,6,340
406,Listing 406,7303,Host 406,Sants-Montjuïc,El Raval,41.37368705589745,2.1768753973155497,Private room,320,8,56,2025-08-21,1.820563875052497,8,197
407,Listing 407,1851,Host 407,Eixample,Barri Gòtic,41.42805255152439,2.220960542584926,Entire home/apt,470,10,7,,2.831075078763083,9,320
408,Listing 408,2687,Host 408,Gràcia,Barri Gòtic,41.377480603554815,2.168885981639544,Entire home/apt,434,7,94,,0.03128735513235115,1,178
409,Listing 409,7833,Host 409,Horta-Guinardó,El Raval,41.43226143185137,2.1077934866331405,Entire home/apt,244,9,116,2025-07-01,0.30942850840237623,3,218
410,Listing 410,3427,Host 410,Ciutat Vella,Sant Pere,41.39237382536488,2.217941729907605,Entire home/apt,416,5,109,2026-03-26,2.676839705908256,7,276
411,Listing 411,5000,Host 411,Gràcia,Poble Sec,41.41675498992915,2.1302045673203964,Entire home/apt,329,13,19,,2.8303582322408256,6,15
412,Listing 412,6052,Host 412,Sants-Montjuïc,Sants,41.35955353138347,2.1387931252332057,Entire home/apt,332,10,123,2025-11-18,3.757264722296718,7,60
413,Listing 413,3738,Host 413,Gràcia,Sants,41.41238593246766,2.1247059530148444,Private room,89,4,52,,0.6598265981198087,8,53
414,Listing 414,6732,Host 414,Horta-Guinardó,Poble Sec,41.39517676787373,2.1495322597307247,Shared room,496,8,118,2025-07-11,2.565915418783894,6,167
415,Listing 415,6387,Host 415,Ciutat Vella,Barri Gòtic,41.40866084631755,2.2135127258532954,Entire home/apt,238,9,11,2025-06-16,0.972238222158443,3,25
416,Listing 416,9002,Host 416,Ciutat Vella,Barri Gòtic,41.366801420774486,2.177907878925591,Shared room,213,13,176,2025-06-10,0.46598059781347345,2,335
417,Listing 417,6536,Host 417,Horta-Guinardó,Sant Pere,41.42368737449442,2.130732191122607,Entire home/apt,73,7,16,2025-07-29,2.052478970302773,7,64
418,Listing 418,4913,Host 418,Horta-Guinardó,La Barceloneta,41.43627970775432,2.2316745117228063,Entire home/apt,73,7,63,2025-09-08,0.8166832404452862,1,99
419,Listing 419,2066,Host 419,Sants-Montjuïc,El Raval,41.37167398000908,2.2319372782427296,Entire home/apt,53,5,41,2025-06-25,1.108909890961593,3,73
420,Listing 420,8723,Host 420,Ciutat Vella,Barri Gòtic,41.359571455552015,2.230586763756901,Private room,372,4,93,2025-11-17,1.5877728993475086,4,191
421,Listing 421,5380,Host 421,Gràcia,Sants,41.35236385860463,2.135819431707231,Shared room,339,10,156,2026-03-23,1.2969420037159813,1,170
422,Listing 422,5107,Host 422,Eixample,Sant Pere,41.41419715004433,2.167685901627148,Private room,490,1,146,2026-03-03,0.437956487029732,5,272
423,Listing 423,6726,Host 423,Eixample,El Raval,41.410709403608884,2.2477484484211314,Entire home/apt,482,10,10,2026-01-06,0.44958122429851144,3,186
424,Listing 424,4373,Host 424,Horta-Guinardó,Sant Pere,41.40466974127141,2.2158018714464984,Private room,230,10,97,2025-12-08,0.9662470761708408,2,22
425,Listing 425,9945,Host 425,Sants-Montjuïc,El Raval,41.373194709611596,2.1040751131838342,Entire home/apt,297,7,177,2026-02-01,0.25279593979769477,3,180
426,Listing 426,3082,Host 426,Eixample,El Raval,41.38909059959055,2.109780688689074,Private room,165,1,70,2025-07-14,3.1322850983846355,8,326
427,Listing 427,9967,Host 427,Ciutat Vella,Poble Sec,41.40944763351862,2.16958970652185,Entire home/apt,328,1,107,,1.4366335825445098,6,107
428,Listing 428,7748,Host 428,Horta-Guinardó,Barri Gòtic,41.39967668588592,2.236383030879234,Entire home/apt,414,5,57,,1.398729838845355,7,334
429,Listing 429,1417,Host 429,Gràcia,Sant Pere,41.448778552021494,2.180805269692907,Entire home/apt,118,13,33,2025-06-22,1.659991471188826,6,161
430,Listing 430,9306,Host 430,Horta-Guinardó,Sant Pere,41.36364397525568,2.1746718762051436,Private room,400,9,19,2026-04-06,3.3139813710486083,6,301
431,Listing 431,9808,Host 431,Gràcia,Poble Sec,41.41951445540476,2.1158210549934946,Entire home/apt,303,6,49,2025-04-26,4.353169407417453,3,205
432,Listing 432,4974,Host 432,Horta-Guinardó,Sants,41.39043187681043,2.198517015708644,Private room,230,3,101,2025-09-02,3.795434662778192,8,77
433,Listing 433,4267,Host 433,Horta-Guinardó,Sants,41.39281996149256,2.223315474090034,Entire home/apt,367,13,137,,3.637646151125475,7,15
434,Listing 434,1825,Host 434,Horta-Guinardó,Barri Gòtic,41.42175977656582,2.1570630011261342,Private room,218,3,159,2025-12-08,2.4219559280042464,7,326
435,Listing 435,8668,Host 435,Gràcia,Barri Gòtic,41.41924361513244,2.216341777638799,Private room,362,7,51,2025-06-06,3.469027784837059,6,95
436,Listing 436,6745,Host 436,Gràcia,La Barceloneta,41.44912559937022,2.244671498085122,Private room,298,6,14,2026-01-11,2.7638118401679157,5,146
437,Listing 437,1412,Host 437,Horta-Guinardó,Poble Sec,41.36283942894541,2.1305649688691535,Entire home/apt,237,9,83,2025-07-18,1.0812526409326444,8,1
438,Listing 438,8543,Host 438,Eixample,Sants,41.36041096493842,2.178499444679211,Entire home/apt,103,6,130,2026-02-05,1.0429418387052536,5,9
439,Listing 439,8587,Host 439,Sants-Montjuïc,El Raval,41.42243388171288,2.143070693712686,Entire home/apt,375,5,36,2026-02-09,1.4819600343764172,9,124
440,Listing 440,1728,Host 440,Sants-Montjuïc,Sant Pere,41.40783869170064,2.218928162855076,Private room,406,10,125,,4.554013354849066,9,80
441,Listing 441,8164,Host 441,Sants-Montjuïc,Barri Gòtic,41.37741606665598,2.1866390048821738,Entire home/apt,362,7,39,,2.737074201898629,1,139
442,Listing 442,9867,Host 442,Gràcia,Sant Pere,41.357941936898904,2.1951873626325455,Entire home/apt,187,1,71,2025-07-05,3.669526885009347,6,325
443,Listing 443,6988,Host 443,Gràcia,Sant Pere,41.35856582495965,2.2196871239423843,Entire home/apt,217,12,39,2025-09-10,1.732793799082738,7,149
444,Listing 444,3504,Host 444,Eixample,La Barceloneta,41.43941908746641,2.159395570899368,Entire home/apt,440,7,55,,2.0385788533261264,3,287
445,Listing 445,3967,Host 445,Sants-Montjuïc,Sants,41.369186732471874,2.2372635102610565,Private room,152,3,150,2025-04-29,0.6278278931862569,7,360
446,Listing 446,3786,Host 446,Sants-Montjuïc,Barri Gòtic,41.382337156211555,2.179954330086921,Entire home/apt,471,9,103,2025-12-04,0.8564747891083518,7,339
447,Listing 447,2122,Host 447,Horta-Guinardó,Sant Pere,41.3726656402227,2.123693223425302,Private room,134,6,138,2025-08-13,4.136782774130728,2,128
448,Listing 448,5079,Host 448,Gràcia,Barri Gòtic,41.3854996305832,2.2043848677253206,Entire home/apt,366,9,109,2025-06-20,2.9241931584444103,7,238
449,Listing 449,2571,Host 449,Sants-Montjuïc,El Raval,41.35694238427461,2.218989202565738,Entire home/apt,261,13,191,,1.6876623294190947,1,57
450,Listing 450,6073,Host 450,Eixample,La Barceloneta,41.40190597909083,2.147514251560129,Entire home/apt,52,5,135,2025-11-08,4.01425604497773,5,197
451,Listing 451,6104,Host 451,Eixample,El Raval,41.35676125635922,2.2285768885498127,Entire home/apt,433,7,92,2026-04-09,1.232599528189915,9,210
452,Listing 452,3143,Host 452,Sants-Montjuïc,Barri Gòtic,41.43003565078224,2.235921488214865,Entire home/apt,228,13,93,,4.880163493001019,7,44
453,Listing 453,7806,Host 453,Gràcia,Barri Gòtic,41.373371208191045,2.1415356731066715,Private room,391,4,55,2025-07-02,1.7240880387308488,7,96
454,Listing 454,8357,Host 454,Eixample,Sants,41.40400119146045,2.247528220907283,Entire home/apt,352,7,59,2026-04-12,1.686554770756138,2,278
455,Listing 455,4440,Host 455,Horta-Guinardó,Sant Pere,41.43800790875615,2.121106729207314,Private room,381,13,137,2025-05-13,1.5595595276835261,8,22
456,Listing 456,4766,Host 456,Eixample,Sant Pere,41.415087736904724,2.1303023502603735,Entire home/apt,87,1,38,2025-07-01,0.6105575796214396,3,334
457,Listing 457,6644,Host 457,Ciutat Vella,El Raval,41.403295778655135,2.127633725885704,Entire home/apt,469,7,27,,0.555685736660062,8,43
458,Listing 458,3914,Host 458,Ciutat Vella,La Barceloneta,41.38243337531154,2.2340984565011808,Private room,288,8,48,2025-08-25,3.240525172670617,3,26
459,Listing 459,5968,Host 459,Gràcia,Poble Sec,41.38330019130582,2.1981438828487443,Entire home/apt,218,5,163,2025-09-08,4.375590222790235,7,281
460,Listing 460,6917,Host 460,Sants-Montjuïc,Sant Pere,41.41694869551982,2.122815642483341,Entire home/apt,446,2,124,2026-01-20,3.9526025513583676,2,96
461,Listing 461,9787,Host 461,Gràcia,Sants,41.44941393612212,2.1660485127552525,Entire home/apt,392,5,12,2025-09-11,0.7055379701067555,4,35
462,Listing 462,1728,Host 462,Gràcia,El Raval,41.41618391898494,2.1922947037604703,Entire home/apt,363,6,35,2025-08-14,2.7279106089603324,6,108
463,Listing 463,2365,Host 463,Gràcia,El Raval,41.405778341737005,2.1125196127484074,Private room,355,12,100,2025-08-25,0.5279577298832,9,54
464,Listing 464,5492,Host 464,Gràcia,Poble Sec,41.423065051023926,2.232362455261101,Entire home/apt,79,2,25,2025-11-03,0.22647321806538723,5,191
465,Listing 465,1698,Host 465,Horta-Guinardó,Sants,41.39652056122837,2.22054053031623,Private room,239,6,85,2026-02-28,3.281929296923836,9,218
466,Listing 466,8186,Host 466,Horta-Guinardó,La Barceloneta,41.35601423426008,2.175781016036496,Private room,406,6,3,2025-11-05,2.6757616684017513,5,184
467,Listing 467,1395,Host 467,Eixample,Sants,41.406229681587796,2.245068992288876,Entire home/apt,74,1,81,2025-08-12,0.41011842605735427,8,68
468,Listing 468,8400,Host 468,Ciutat Vella,La Barceloneta,41.445762528450544,2.162664146891265,Shared room,161,1,191,2025-09-29,0.17469623202994222,1,316
469,Listing 469,9082,Host 469,Gràcia,Sants,41.36753029423577,2.2476165478554746,Entire home/apt,460,11,165,2025-07-15,4.948782067046674,7,129
470,Listing 470,5171,Host 470,Eixample,Sants,41.419000489082066,2.2001879998205442,Shared room,484,10,126,,0.1501066607453594,4,54
471,Listing 471,5360,Host 471,Ciutat Vella,Barri Gòtic,41.37009336886591,2.1952006909880915,Entire home/apt,255,3,87,,2.222641265250798,5,96
472,Listing 472,3502,Host 472,Sants-Montjuïc,El Raval,41.40358276844731,2.1248932342943676,Private room,234,10,126,2026-02-22,2.5230951230384777,6,335
473,Listing 473,1717,Host 473,Horta-Guinardó,Sants,41.359667644964674,2.2322891637456967,Entire home/apt,431,10,119,2025-09-28,0.5864007390022252,5,86
474,Listing 474,3782,Host 474,Ciutat Vella,Poble Sec,41.395037093625824,2.1641234531880924,Entire home/apt,428,12,21,2026-04-22,0.8453088921985813,1,293
475,Listing 475,5946,Host 475,Sants-Montjuïc,Sants,41.425616332889525,2.124335010867372,Private room,96,3,129,2025-07-19,1.7590250320517624,9,118
476,Listing 476,6486,Host 476,Ciutat Vella,Sant Pere,41.3847571524239,2.101891127996364,Private room,423,4,30,2026-03-26,3.8083793810683133,2,207
477,Listing 477,9335,Host 477,Horta-Guinardó,El Raval,41.41649117244872,2.1839633525457574,Entire home/apt,277,2,118,,2.5354121203013333,9,333
478,Listing 478,5980,Host 478,Horta-Guinardó,Sant Pere,41.429544996078974,2.1791099433184016,Entire home/apt,88,9,10,2025-08-10,3.1895093727648076,2,153
479,Listing 479,8266,Host 479,Eixample,El Raval,41.44271778194795,2.207903043355374,Private room,65,10,45,2026-03-27,4.9258727754533735,9,34
480,Listing 480,5491,Host 480,Gràcia,Sant Pere,41.373464208185545,2.2335387079526705,Private room,71,12,95,2025-07-15,3.840027176566048,6,78
481,Listing 481,8192,Host 481,Ciutat Vella,Sants,41.38993159158093,2.1119109876964544,Shared room,262,11,189,,2.1718074907060885,9,66
482,Listing 482,6588,Host 482,Ciutat Vella,Sants,41.36524160133305,2.2097244735510544,Private room,359,7,196,2025-04-30,2.2322096089827435,6,342
483,Listing 483,8651,Host 483,Sants-Montjuïc,Barri Gòtic,41.44924835021584,2.1281117916146375,Shared room,198,7,191,2026-04-08,3.093860385205025,6,33
484,Listing 484,4636,Host 484,Horta-Guinardó,Poble Sec,41.442700096792436,2.2287265579735744,Private room,290,6,9,2025-06-15,3.3268260420945217,2,96
485,Listing 485,2167,Host 485,Ciutat Vella,Sant Pere,41.40399571302806,2.2228595270792484,Entire home/apt,321,3,167,2025-04-24,2.5035546291833564,8,168
486,Listing 486,2062,Host 486,Horta-Guinardó,La Barceloneta,41.43420332943764,2.1811190632478317,Entire home/apt,108,6,127,,3.2243061140748996,3,168
487,Listing 487,3156,Host 487,Ciutat Vella,Barri Gòtic,41.402095797727206,2.2065364197934967,Private room,336,12,151,2025-07-14,0.11766247207049385,7,150
488,Listing 488,8860,Host 488,Eixample,Sant Pere,41.41235856880028,2.1471525169775623,Private room,475,8,98,2025-12-28,2.1481143194842205,5,70
489,Listing 489,6161,Host 489,Gràcia,Sant Pere,41.3589124432116,2.170675184839922,Entire home/apt,251,8,171,2026-02-23,1.3946903803673838,3,2
490,Listing 490,6305,Host 490,Ciutat Vella,Barri Gòtic,41.42552704204968,2.223245534656571,Entire home/apt,81,11,111,2026-02-21,0.645872226215552,1,313
491,Listing 491,7541,Host 491,Horta-Guinardó,Sants,41.36277134836352,2.168889779575982,Shared room,492,13,59,2026-02-03,0.49773256404387567,8,31
492,Listing 492,5729,Host 492,Eixample,Sant Pere,41.432606763025255,2.1536697397988163,Entire home/apt,211,9,189,2025-11-24,3.0159608280733377,3,286
493,Listing 493,8330,Host 493,Ciutat Vella,Sants,41.42820280876704,2.174131867087545,Entire home/apt,304,1,86,2025-12-04,2.6180027357630586,2,81
494,Listing 494,6334,Host 494,Sants-Montjuïc,Barri Gòtic,41.4208744697743,2.224237387865583,Entire home/apt,303,1,144,2025-08-18,1.2679205849818458,1,42
495,Listing 495,9924,Host 495,Gràcia,Sants,41.35361603805248,2.150281207105631,Entire home/apt,58,3,64,2025-12-19,2.3547502938625726,4,104
496,Listing 496,5330,Host 496,Ciutat Vella,El Raval,41.38031283559454,2.1260642389703617,Entire home/apt,188,3,56,2026-02-07,2.4611615759120413,8,0
497,Listing 497,9010,Host 497,Eixample,La Barceloneta,41.37631125699109,2.206802103049617,Entire home/apt,59,10,182,2025-06-20,0.975044902193079,3,60
498,Listing 498,7801,Host 498,Sants-Montjuïc,Sant Pere,41.38601364074715,2.2238967319062124,Entire home/apt,263,8,105,2026-02-12,3.260465309408253,1,269
499,Listing 499,5846,Host 499,Eixample,Poble Sec,41.35876427467638,2.11509562177853,Private room,322,10,180,2025-12-02,3.904596781930452,4,179
500,Listing 500,7731,Host 500,Eixample,La Barceloneta,41.44369578230311,2.135981116913392,Entire home/apt,373,1,183,2025-09-22,3.957317704447595,9,223
