id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,listing_id_x,avg_price,price_std,availability_rate,listing_id_y,review_count,avg_sentiment,room_type_encoded,neighbourhood_group_encoded
224,Listing 224,4170,Host 224,Horta-Guinardó,Sant Pere,41.4092950851435,2.1847532989288525,Private room,99,1,45,2025-12-08,0.3783055195205542,1,150,224,98.09701369863015,11.13401863670791,0.6712328767123288,224.0,1.0,1.0,1,3
225,Listing 225,3255,Host 225,Eixample,La Barceloneta,41.3663523872585,2.2033327953075137,Private room,60,3,177,2000-01-01,1.8077069937701928,9,337,225,60.18789041095891,6.817167178499119,0.684931506849315,225.0,2.0,1.5,1,1
226,Listing 226,2154,Host 226,Gràcia,Sant Pere,41.38910815366518,2.230998437379121,Private room,400,10,175,2025-10-28,0.4608397923621615,9,49,226,399.9699178082191,46.382027902581655,0.7205479452054795,226.0,7.0,0.2857142857142857,1,2
227,Listing 227,5499,Host 227,Eixample,Barri Gòtic,41.446941232233534,2.1954437030968874,Shared room,205,9,133,2025-11-13,2.9253922110310158,7,205,227,206.76120547945206,23.64151115393701,0.7068493150684931,227.0,2.0,1.0,2,1
228,Listing 228,7295,Host 228,Horta-Guinardó,Poble Sec,41.37581334327012,2.214168230556474,Entire home/apt,119,10,55,2025-08-04,1.131376254082999,2,334,228,117.20347945205478,13.978319209228928,0.7232876712328767,228.0,3.0,1.0,0,3
229,Listing 229,7197,Host 229,Horta-Guinardó,Sant Pere,41.41567366645413,2.124010745243186,Entire home/apt,218,5,109,2000-01-01,4.478489815996862,6,78,229,219.20709589041095,24.39847123665405,0.7479452054794521,229.0,5.0,0.4,0,3
230,Listing 230,2648,Host 230,Ciutat Vella,Sants,41.38251900642247,2.1692336211629684,Entire home/apt,321,11,186,2026-01-15,3.917500404226284,4,69,230,322.9850684931507,36.03235606098686,0.6931506849315069,230.0,2.0,0.0,0,0
231,Listing 231,6539,Host 231,Horta-Guinardó,Sant Pere,41.42734731256866,2.1013997429740643,Entire home/apt,117,6,156,2025-04-25,3.4985260304973806,1,26,231,119.03361643835616,13.296689213044749,0.7178082191780822,231.0,6.0,0.8333333333333334,0,3
232,Listing 232,5199,Host 232,Ciutat Vella,El Raval,41.36308736607184,2.137001829678244,Private room,404,3,198,2025-07-30,3.0847201369225097,1,270,232,406.36863013698627,46.69473144019747,0.7123287671232876,232.0,5.0,1.0,1,0
233,Listing 233,9445,Host 233,Gràcia,Barri Gòtic,41.44698210450786,2.2089692572669506,Private room,301,5,103,2025-07-21,4.317328651707316,5,49,233,301.8939726027397,35.39748857033729,0.6520547945205479,233.0,2.0,1.0,1,2
234,Listing 234,3557,Host 234,Eixample,El Raval,41.395378954138366,2.2487714927024047,Private room,97,11,76,2025-05-14,1.1153103077137845,2,291,234,96.25057534246575,10.835984133460096,0.736986301369863,234.0,4.0,1.75,1,1
235,Listing 235,6592,Host 235,Eixample,El Raval,41.373605046334646,2.1148767149380823,Entire home/apt,233,8,145,2000-01-01,4.365544213821138,4,246,235,232.29975342465755,26.79519893428754,0.6273972602739726,235.0,3.0,-0.3333333333333333,0,1
236,Listing 236,1098,Host 236,Ciutat Vella,Sants,41.357349674733,2.160224147379193,Entire home/apt,369,6,1,2025-05-17,3.9474614921202615,1,263,236,369.1713698630137,43.09322889607774,0.673972602739726,236.0,4.0,0.5,0,0
237,Listing 237,3200,Host 237,Eixample,Barri Gòtic,41.366975790508754,2.220010645304874,Entire home/apt,236,4,7,2025-06-07,3.740804131938428,4,78,237,236.33032876712332,26.33112198628174,0.7095890410958904,237.0,6.0,0.5,0,1
238,Listing 238,3961,Host 238,Horta-Guinardó,Barri Gòtic,41.40197739485561,2.130605345194335,Entire home/apt,139,2,74,2026-02-18,2.8062783903746205,6,189,238,138.01761643835616,15.972774641325989,0.684931506849315,238.0,5.0,0.8,0,3
239,Listing 239,5973,Host 239,Sants-Montjuïc,Barri Gòtic,41.38370031764313,2.183262742395343,Private room,495,9,181,2025-11-20,1.2312208048530005,4,46,239,494.19347945205476,56.55126383098907,0.7068493150684931,239.0,2.0,1.5,1,4
240,Listing 240,5433,Host 240,Ciutat Vella,Barri Gòtic,41.43288833658826,2.2099606944044514,Entire home/apt,381,13,124,2025-05-16,2.1177395799594816,1,360,240,382.77780821917804,42.994633905098546,0.684931506849315,240.0,2.0,1.0,0,0
241,Listing 241,3869,Host 241,Eixample,Barri Gòtic,41.39308875236618,2.192397817539027,Entire home/apt,188,12,37,2025-09-28,3.967853272694008,7,353,241,190.89975342465755,21.811356873777868,0.7232876712328767,241.0,2.0,1.0,0,1
242,Listing 242,1956,Host 242,Ciutat Vella,Sants,41.37487142725877,2.1282037101923126,Entire home/apt,406,1,175,2025-07-13,0.1588924217866222,2,351,242,408.69328767123284,46.74570749685262,0.7150684931506849,242.0,5.0,-0.2,0,0
243,Listing 243,9352,Host 243,Ciutat Vella,Sant Pere,41.4117144986604,2.153307685302861,Private room,138,1,26,2000-01-01,3.910253846318792,9,188,243,138.20386301369865,16.0837872990873,0.7041095890410959,243.0,4.0,0.5,1,0
244,Listing 244,6699,Host 244,Sants-Montjuïc,El Raval,41.42067772168855,2.2175687676728097,Private room,323,13,19,2025-10-10,1.2003537024378326,3,255,244,321.56753424657535,38.187315539052754,0.6986301369863014,244.0,3.0,-0.3333333333333333,1,4
245,Listing 245,7944,Host 245,Horta-Guinardó,Barri Gòtic,41.366704190790095,2.1831339771198026,Entire home/apt,68,4,139,2026-01-23,0.7215460036080151,8,221,245,67.82961643835617,7.690962361777521,0.7205479452054795,,0.0,0.0,0,3
246,Listing 246,5493,Host 246,Ciutat Vella,Sant Pere,41.36676192162884,2.100784442031437,Entire home/apt,360,7,42,2025-11-19,0.5785065909015108,8,240,246,360.2582739726027,42.81837599806356,0.7123287671232876,246.0,7.0,0.42857142857142855,0,0
247,Listing 247,5911,Host 247,Eixample,Sant Pere,41.35366714269336,2.214148614004214,Entire home/apt,407,1,188,2026-04-22,0.1362500597540755,3,268,247,405.56301369863013,47.54375157651732,0.7287671232876712,247.0,3.0,0.6666666666666666,0,1
248,Listing 248,4987,Host 248,Gràcia,El Raval,41.423640201506565,2.105296703241036,Entire home/apt,423,9,30,2026-01-05,2.6179324261072647,4,0,248,427.3065479452055,49.61993445373984,0.684931506849315,248.0,3.0,-0.3333333333333333,0,2
249,Listing 249,7015,Host 249,Ciutat Vella,Sants,41.41638045276218,2.2118600674096847,Private room,203,4,90,2025-06-30,1.0912993634686474,2,33,249,203.8710684931507,24.05577815964752,0.7013698630136986,249.0,5.0,0.4,1,0
250,Listing 250,2218,Host 250,Ciutat Vella,La Barceloneta,41.39746308757498,2.1303720840247857,Private room,439,3,60,2025-11-09,4.947158828898158,4,78,250,438.42789041095887,49.78741320248072,0.7589041095890411,250.0,2.0,1.0,1,0
251,Listing 251,5496,Host 251,Sants-Montjuïc,La Barceloneta,41.434417044896925,2.243711022017907,Entire home/apt,309,1,194,2025-09-08,2.8721837793610288,9,235,251,309.44298630136984,36.18815225056746,0.6712328767123288,251.0,4.0,0.5,0,4
252,Listing 252,5735,Host 252,Horta-Guinardó,Sant Pere,41.43056701529501,2.155191112695313,Entire home/apt,157,10,108,2025-08-04,0.6894263467800521,2,333,252,158.91210958904108,17.48185383174652,0.6958904109589041,252.0,3.0,0.3333333333333333,0,3
253,Listing 253,5555,Host 253,Gràcia,Poble Sec,41.40853543643968,2.149039742450712,Shared room,420,4,90,2026-01-26,3.4438127040568265,3,348,253,417.74553424657535,47.58737042203084,0.6904109589041096,253.0,3.0,0.3333333333333333,2,2
254,Listing 254,9050,Host 254,Eixample,Poble Sec,41.43682712805133,2.122333207549867,Entire home/apt,334,9,162,2025-11-28,4.488717832548627,4,97,254,335.53172602739727,38.12274893417786,0.7095890410958904,254.0,5.0,0.6,0,1
255,Listing 255,4446,Host 255,Gràcia,El Raval,41.37058412100368,2.1458406323235324,Private room,108,13,94,2025-06-02,3.725897476848072,5,81,255,108.07208219178082,12.71185569942077,0.7178082191780822,255.0,9.0,1.4444444444444444,1,2
256,Listing 256,2045,Host 256,Eixample,La Barceloneta,41.361191961939774,2.23149761427423,Entire home/apt,174,10,142,2026-03-06,0.3821993051972383,1,191,256,173.32868493150684,21.205354041469935,0.726027397260274,256.0,3.0,0.0,0,1
257,Listing 257,7893,Host 257,Horta-Guinardó,Sant Pere,41.3769749611517,2.249450150644087,Entire home/apt,403,6,143,2025-12-23,4.4794209059632975,7,252,257,400.07273972602735,46.004570534412075,0.663013698630137,257.0,2.0,0.0,0,3
258,Listing 258,2693,Host 258,Eixample,Sants,41.35570868560893,2.155246429576027,Entire home/apt,322,6,12,2025-12-28,3.969646929299824,7,37,258,321.2732602739726,36.571669844574146,0.6986301369863014,258.0,5.0,0.2,0,1
259,Listing 259,4436,Host 259,Sants-Montjuïc,La Barceloneta,41.4031169528001,2.167291594643181,Entire home/apt,156,1,112,2026-02-06,0.7915195005280717,9,13,259,156.23268493150684,18.569895285197664,0.6657534246575343,259.0,6.0,0.6666666666666666,0,4
260,Listing 260,9754,Host 260,Sants-Montjuïc,Sant Pere,41.4436605692295,2.2083106407304105,Shared room,348,10,34,2000-01-01,0.2589294436640843,4,346,260,349.2514520547945,41.735893468991115,0.6684931506849315,260.0,3.0,0.3333333333333333,2,4
261,Listing 261,6895,Host 261,Sants-Montjuïc,Sant Pere,41.35393435406685,2.232929367069761,Entire home/apt,294,2,186,2025-08-22,2.7865528765715424,6,309,261,290.2913424657534,33.72669091885078,0.6465753424657534,261.0,3.0,-0.3333333333333333,0,4
262,Listing 262,4354,Host 262,Sants-Montjuïc,Barri Gòtic,41.36221099140101,2.1889566501280178,Entire home/apt,385,11,148,2026-03-16,0.7801790566998845,2,208,262,386.43961643835615,44.18609453665174,0.7561643835616438,262.0,4.0,1.25,0,4
263,Listing 263,1225,Host 263,Gràcia,Sants,41.395219902828345,2.1587288547266743,Entire home/apt,499,6,181,2025-06-04,4.17295476297636,4,356,263,496.57468493150685,57.11804608620119,0.6712328767123288,263.0,2.0,0.0,0,2
264,Listing 264,5893,Host 264,Horta-Guinardó,Barri Gòtic,41.4433875017528,2.161893276127293,Entire home/apt,467,2,157,2025-05-01,1.7916732833583686,2,88,264,467.8664109589041,51.873798145705685,0.7095890410958904,264.0,3.0,0.0,0,3
265,Listing 265,8022,Host 265,Eixample,El Raval,41.38161561049768,2.204342721974521,Entire home/apt,296,3,47,2025-09-30,4.564462223682877,5,55,265,293.96663013698634,33.235106602289896,0.7068493150684931,265.0,5.0,-0.2,0,1
266,Listing 266,6600,Host 266,Eixample,Barri Gòtic,41.40072348086884,2.100482739540642,Entire home/apt,57,4,34,2025-05-22,2.8284408607050286,7,93,266,56.7052602739726,6.778504101783486,0.7452054794520548,266.0,5.0,0.6,0,1
267,Listing 267,8996,Host 267,Sants-Montjuïc,Barri Gòtic,41.35415728590504,2.192938400618976,Private room,190,11,85,2026-02-27,0.9133619211983408,1,92,267,189.54953424657535,22.215514120533456,0.6465753424657534,267.0,3.0,-0.3333333333333333,1,4
268,Listing 268,8683,Host 268,Sants-Montjuïc,La Barceloneta,41.36483432009621,2.1533239515662035,Entire home/apt,411,5,165,2025-12-31,0.6979943367990005,7,339,268,407.2559726027397,45.15141532043935,0.684931506849315,268.0,4.0,0.0,0,4
269,Listing 269,5642,Host 269,Ciutat Vella,Poble Sec,41.44866301229589,2.2191295996915628,Entire home/apt,57,9,158,2000-01-01,2.882362187788769,6,84,269,57.086684931506845,6.440564887340359,0.7041095890410959,269.0,3.0,0.3333333333333333,0,0
270,Listing 270,8679,Host 270,Horta-Guinardó,Sant Pere,41.44651186964361,2.11394859597347,Shared room,401,12,151,2025-07-31,3.80941805931222,6,244,270,399.722904109589,48.509646744305016,0.6246575342465753,270.0,2.0,0.5,2,3
271,Listing 271,9208,Host 271,Gràcia,Sants,41.35049399809344,2.1882303400422587,Entire home/apt,143,4,113,2025-07-11,3.907528238710911,8,21,271,143.37,16.344884319156044,0.6684931506849315,271.0,9.0,0.7777777777777778,0,2
272,Listing 272,8339,Host 272,Eixample,Barri Gòtic,41.44518117854233,2.1721459334829185,Shared room,370,13,176,2026-02-19,1.3787870222064065,8,290,272,369.96123287671236,43.48136288722772,0.6904109589041096,272.0,1.0,1.0,2,1
273,Listing 273,3205,Host 273,Ciutat Vella,Sants,41.413911993781554,2.196348828885784,Entire home/apt,476,11,99,2025-08-28,1.0212337945608374,6,271,273,476.8745205479452,57.18023602977336,0.6821917808219178,273.0,5.0,0.8,0,0
274,Listing 274,2069,Host 274,Ciutat Vella,Poble Sec,41.436791829452005,2.1097280391724453,Private room,88,9,159,2025-07-10,0.083781522461912,3,305,274,88.09400000000001,10.464870375595774,0.7123287671232876,274.0,2.0,0.0,1,0
275,Listing 275,4444,Host 275,Eixample,Poble Sec,41.395473985563385,2.1869975681142195,Private room,130,11,182,2025-09-08,3.395995756005847,5,121,275,128.39120547945205,14.963046557405704,0.7205479452054795,275.0,4.0,-0.5,1,1
276,Listing 276,2060,Host 276,Gràcia,Barri Gòtic,41.40155960285793,2.1842226881939286,Private room,236,10,185,2025-08-07,0.3828412921676949,2,127,276,239.63041095890412,26.708066075849953,0.6684931506849315,276.0,5.0,-0.2,1,2
277,Listing 277,3327,Host 277,Ciutat Vella,El Raval,41.39888465802569,2.1840990141624257,Shared room,133,3,98,2025-07-16,2.103806008829629,5,112,277,132.15339726027398,15.311893386719237,0.7424657534246575,277.0,3.0,-0.3333333333333333,2,0
278,Listing 278,4420,Host 278,Ciutat Vella,Barri Gòtic,41.41668642575461,2.190523149989468,Entire home/apt,137,8,2,2026-01-31,3.0084108200914805,9,272,278,137.59698630136987,15.965046116002164,0.7643835616438356,278.0,4.0,0.0,0,0
279,Listing 279,1301,Host 279,Horta-Guinardó,La Barceloneta,41.36396512547563,2.2014701905839544,Shared room,291,12,196,2025-08-22,4.685544724598385,1,335,279,288.8791506849315,32.88197303463264,0.7315068493150685,279.0,7.0,0.42857142857142855,2,3
280,Listing 280,1606,Host 280,Gràcia,Sant Pere,41.35299735898727,2.220748349952116,Entire home/apt,391,1,84,2025-12-17,1.5590106847788432,5,129,280,393.7496164383561,45.42545586465607,0.7095890410958904,280.0,2.0,2.0,0,2
281,Listing 281,4170,Host 281,Ciutat Vella,El Raval,41.38079299415912,2.1404731080192323,Entire home/apt,142,11,124,2025-12-02,1.248860812232599,6,131,281,142.22443835616437,16.39559516109241,0.6876712328767123,281.0,3.0,1.3333333333333333,0,0
282,Listing 282,1699,Host 282,Gràcia,Barri Gòtic,41.420468076273664,2.2237574115270093,Entire home/apt,135,9,137,2025-07-30,3.2708007714304923,7,84,282,135.06972602739725,15.434821482947147,0.673972602739726,282.0,5.0,0.8,0,2
283,Listing 283,6088,Host 283,Eixample,Sants,41.3701853452123,2.174738352339518,Entire home/apt,93,9,82,2025-12-21,3.096195160267908,9,349,283,92.68980821917808,10.564254014136871,0.684931506849315,283.0,4.0,0.0,0,1
284,Listing 284,1190,Host 284,Sants-Montjuïc,El Raval,41.417343243332496,2.11155874187015,Entire home/apt,186,10,24,2026-03-14,1.6605489165406229,6,80,284,187.32134246575342,21.93177810336526,0.6876712328767123,284.0,2.0,1.5,0,4
285,Listing 285,1980,Host 285,Ciutat Vella,El Raval,41.44699120461073,2.108782639386597,Entire home/apt,470,2,67,2025-12-23,4.640509177548933,5,324,285,468.0124931506849,53.30840453476214,0.6520547945205479,285.0,4.0,1.0,0,0
286,Listing 286,3975,Host 286,Horta-Guinardó,Barri Gòtic,41.35939007157894,2.150135747804409,Entire home/apt,123,4,60,2025-11-10,4.224311637448164,7,68,286,122.73383561643836,14.93449258475535,0.6465753424657534,286.0,6.0,0.16666666666666666,0,3
287,Listing 287,7102,Host 287,Eixample,El Raval,41.41726021182252,2.21773454656672,Private room,85,13,28,2026-03-12,1.1199127293254056,1,147,287,84.90698630136986,9.829841268006694,0.736986301369863,287.0,1.0,1.0,1,1
288,Listing 288,2184,Host 288,Gràcia,Sants,41.39437502193046,2.2061521402111373,Private room,150,8,126,2000-01-01,1.1957127271726158,5,15,288,149.2528493150685,17.298771460913112,0.7287671232876712,288.0,2.0,0.0,1,2
289,Listing 289,4327,Host 289,Eixample,Poble Sec,41.43681422543775,2.218292244700861,Entire home/apt,205,7,18,2025-05-02,2.561501734435403,2,306,289,205.47936986301372,23.15159484425654,0.6602739726027397,289.0,5.0,-0.2,0,1
290,Listing 290,4394,Host 290,Ciutat Vella,El Raval,41.36771497894474,2.177590358466241,Entire home/apt,475,1,170,2000-01-01,3.8678605086536018,4,104,290,472.8252602739726,53.173541365742956,0.6931506849315069,,0.0,0.0,0,0
291,Listing 291,9319,Host 291,Gràcia,Poble Sec,41.41926259522262,2.166029849693324,Entire home/apt,304,5,193,2025-09-22,0.2202018969423219,7,164,291,307.54449315068496,35.444842176246055,0.7041095890410959,291.0,3.0,-1.0,0,2
292,Listing 292,2816,Host 292,Sants-Montjuïc,Sants,41.43381152896481,2.1221178790059425,Entire home/apt,220,7,73,2025-07-19,3.466675768673533,5,200,292,219.8417808219178,24.32492742738267,0.7287671232876712,292.0,6.0,-0.3333333333333333,0,4
293,Listing 293,6854,Host 293,Eixample,Barri Gòtic,41.4444614219474,2.1492289130413966,Entire home/apt,265,4,60,2026-03-22,3.241179486910485,6,196,293,263.56854794520547,30.536180914838827,0.7041095890410959,293.0,4.0,0.75,0,1
294,Listing 294,7709,Host 294,Ciutat Vella,Sant Pere,41.41832480282897,2.1651029049260813,Entire home/apt,219,1,170,2025-09-19,1.157400479564941,2,184,294,216.9839726027397,24.965216689223965,0.6684931506849315,294.0,4.0,0.5,0,0
295,Listing 295,1569,Host 295,Horta-Guinardó,El Raval,41.399717476400845,2.1132900644519426,Entire home/apt,301,9,152,2025-06-27,3.406765066206744,3,321,295,301.2058904109589,35.2409727524285,0.6821917808219178,,0.0,0.0,0,3
296,Listing 296,6442,Host 296,Gràcia,Sant Pere,41.41178472402012,2.133091792906682,Shared room,409,5,19,2026-04-12,4.700915956260413,7,264,296,410.6974246575342,47.46892425863962,0.6657534246575343,296.0,4.0,0.5,2,2
297,Listing 297,2895,Host 297,Eixample,Sants,41.43689049844787,2.1897337941095607,Entire home/apt,371,11,47,2025-07-02,0.2339292248588426,2,362,297,373.3536712328767,43.43462273198234,0.7342465753424657,297.0,7.0,0.2857142857142857,0,1
298,Listing 298,3733,Host 298,Eixample,El Raval,41.407060974663885,2.2103494671358783,Entire home/apt,104,2,86,2026-04-19,1.5982602764603129,6,99,298,103.51479452054795,11.730914041843146,0.6986301369863014,298.0,4.0,1.0,0,1
299,Listing 299,4863,Host 299,Sants-Montjuïc,Poble Sec,41.35303870596969,2.2497521267089424,Entire home/apt,481,8,151,2025-11-21,2.190883583331776,5,341,299,481.64463013698634,54.923302593604554,0.6356164383561644,299.0,4.0,1.0,0,4
300,Listing 300,8455,Host 300,Sants-Montjuïc,La Barceloneta,41.4430948695507,2.239966999701533,Entire home/apt,140,11,138,2025-09-20,4.496301794623448,1,319,300,140.5541369863014,16.000701654700077,0.6904109589041096,300.0,7.0,0.42857142857142855,0,4
301,Listing 301,5014,Host 301,Horta-Guinardó,Sant Pere,41.41895267510316,2.1963847799302787,Entire home/apt,327,13,109,2025-07-17,4.811307233045784,4,213,301,324.71468493150684,37.55107183354773,0.726027397260274,301.0,4.0,0.5,0,3
302,Listing 302,2686,Host 302,Horta-Guinardó,El Raval,41.41765133857773,2.163187207994111,Private room,150,2,182,2025-12-31,2.2205762324816614,2,277,302,148.83224657534245,17.775909379823382,0.6465753424657534,302.0,4.0,0.0,1,3
303,Listing 303,4009,Host 303,Ciutat Vella,Sant Pere,41.371567515239775,2.1954266047062347,Entire home/apt,204,3,27,2025-12-04,3.750142060710956,4,161,303,204.67857534246573,23.00867557707155,0.6794520547945205,,0.0,0.0,0,0
304,Listing 304,8806,Host 304,Ciutat Vella,El Raval,41.41588854702327,2.217847742712035,Entire home/apt,426,10,196,2026-04-08,2.658305118822415,1,156,304,430.2060821917808,48.20884776123313,0.6684931506849315,304.0,5.0,0.6,0,0
305,Listing 305,1154,Host 305,Horta-Guinardó,Barri Gòtic,41.38938644056542,2.1177504286385083,Shared room,398,1,190,2025-05-15,2.6889146737068828,2,250,305,396.0646301369863,47.953237079055256,0.7205479452054795,305.0,3.0,1.3333333333333333,2,3
306,Listing 306,2409,Host 306,Horta-Guinardó,Poble Sec,41.41512329770415,2.1614857334544437,Private room,413,11,58,2025-09-27,1.390497575331782,8,96,306,412.11446575342467,48.07558077746087,0.684931506849315,306.0,3.0,1.3333333333333333,1,3
307,Listing 307,1784,Host 307,Gràcia,Sant Pere,41.3606593030308,2.2259703428453426,Private room,190,2,132,2025-08-26,1.0847812293193977,6,17,307,189.02997260273972,21.65986722203464,0.7287671232876712,307.0,6.0,0.5,1,2
308,Listing 308,9096,Host 308,Sants-Montjuïc,La Barceloneta,41.41578453046031,2.1575749427899567,Entire home/apt,222,7,50,2025-06-08,1.4400267296202056,2,326,308,219.99252054794522,25.932941580430086,0.6931506849315069,308.0,5.0,1.4,0,4
309,Listing 309,8560,Host 309,Ciutat Vella,La Barceloneta,41.44994137257707,2.185780840684078,Private room,59,10,148,2025-10-03,2.7816400362853964,6,96,309,58.828136986301374,6.953016290117102,0.6986301369863014,309.0,5.0,0.8,1,0
310,Listing 310,8343,Host 310,Sants-Montjuïc,Sants,41.35482120388605,2.1881654041293297,Entire home/apt,277,2,11,2025-05-18,0.1457759301104449,9,0,310,276.5934520547945,31.398240363763843,0.7397260273972602,310.0,7.0,1.0,0,4
311,Listing 311,8206,Host 311,Sants-Montjuïc,El Raval,41.44771741842214,2.127671437970046,Entire home/apt,314,6,49,2000-01-01,4.536244721782029,7,215,311,314.1773698630137,35.33210997465587,0.6931506849315069,311.0,5.0,0.6,0,4
312,Listing 312,6596,Host 312,Horta-Guinardó,Sant Pere,41.39069079607229,2.154335316247843,Entire home/apt,487,3,131,2026-02-12,0.7814185477488811,9,131,312,485.40115068493157,57.84632436575661,0.6684931506849315,312.0,4.0,0.0,0,3
313,Listing 313,6801,Host 313,Gràcia,Sants,41.437075345033726,2.15017669331129,Entire home/apt,297,4,112,2026-01-19,1.1004433843569328,5,259,313,299.9065753424657,34.20095418384778,0.6821917808219178,313.0,7.0,0.8571428571428571,0,2
314,Listing 314,3806,Host 314,Eixample,Sant Pere,41.42823854840583,2.10392950627981,Entire home/apt,296,11,169,2000-01-01,2.591380882238232,7,124,314,294.58301369863017,33.81839628303514,0.7479452054794521,314.0,5.0,1.2,0,1
315,Listing 315,1537,Host 315,Gràcia,El Raval,41.406701626098666,2.1036287645837035,Entire home/apt,204,13,165,2026-01-04,3.5505738316863966,7,81,315,203.52630136986303,22.7327005538138,0.673972602739726,315.0,4.0,0.75,0,2
316,Listing 316,6986,Host 316,Gràcia,La Barceloneta,41.423844920925134,2.2247545565513662,Shared room,83,8,152,2025-11-01,0.4786452737219865,3,282,316,81.90928767123287,9.332143231508585,0.7123287671232876,,0.0,0.0,2,2
317,Listing 317,2841,Host 317,Sants-Montjuïc,Barri Gòtic,41.43785155613013,2.140960621495922,Shared room,178,3,13,2025-10-10,1.5884734877358109,7,170,317,178.12613698630136,19.996676210977615,0.7068493150684931,,0.0,0.0,2,4
318,Listing 318,9716,Host 318,Gràcia,La Barceloneta,41.390414032165104,2.1777118149358223,Private room,209,10,31,2025-09-19,4.8433730278717855,1,58,318,208.77586301369863,24.082833442714637,0.7068493150684931,318.0,4.0,0.75,1,2
319,Listing 319,7971,Host 319,Ciutat Vella,Sants,41.38270331615632,2.144808836038316,Entire home/apt,138,6,138,2026-03-12,1.3117148339047286,9,31,319,138.59298630136988,15.589269453744786,0.6821917808219178,319.0,1.0,-1.0,0,0
320,Listing 320,6625,Host 320,Sants-Montjuïc,Poble Sec,41.41675933855636,2.241101886767301,Private room,142,1,188,2025-07-20,1.5652507253157344,6,160,320,142.83035616438357,16.86673643446536,0.6821917808219178,320.0,4.0,1.25,1,4
321,Listing 321,3950,Host 321,Ciutat Vella,Barri Gòtic,41.43078459419413,2.1388945138298663,Entire home/apt,376,7,145,2000-01-01,4.182492453090168,5,283,321,376.47605479452056,42.86242581830802,0.6684931506849315,321.0,2.0,0.0,0,0
322,Listing 322,8992,Host 322,Eixample,Sants,41.42622851347767,2.1644485219108405,Private room,290,8,154,2025-12-29,0.2510721584522762,7,105,322,290.56468493150686,33.44275600731412,0.6821917808219178,322.0,5.0,0.6,1,1
323,Listing 323,5780,Host 323,Sants-Montjuïc,El Raval,41.42978136488587,2.2309095375726904,Entire home/apt,372,11,54,2025-05-24,2.323065844044854,5,104,323,369.4548493150685,43.24875383190762,0.7315068493150685,323.0,3.0,0.6666666666666666,0,4
324,Listing 324,3368,Host 324,Eixample,Barri Gòtic,41.393558331481294,2.2262900350187715,Private room,453,8,181,2000-01-01,1.8980838222583516,5,227,324,454.52509589041097,52.161336738375354,0.684931506849315,324.0,6.0,1.0,1,1
325,Listing 325,7655,Host 325,Sants-Montjuïc,Sants,41.4317834216175,2.1279152126769416,Entire home/apt,166,3,119,2000-01-01,1.5829337995432555,7,187,325,164.29635616438355,19.448609971354077,0.6958904109589041,325.0,8.0,0.375,0,4
326,Listing 326,9173,Host 326,Horta-Guinardó,El Raval,41.362020905537065,2.2203964964693568,Private room,143,10,74,2026-04-12,1.4284979702238227,7,69,326,141.28545205479452,17.122704358076614,0.7479452054794521,326.0,4.0,1.25,1,3
327,Listing 327,5495,Host 327,Gràcia,La Barceloneta,41.40444890979609,2.168728033010684,Shared room,212,1,20,2025-12-21,0.456870524302046,3,317,327,212.50950684931507,25.12056290223936,0.6082191780821918,327.0,5.0,1.2,2,2
328,Listing 328,7002,Host 328,Horta-Guinardó,Poble Sec,41.350575866049816,2.172445330812804,Entire home/apt,148,9,171,2000-01-01,1.574129146758244,3,289,328,147.11657534246575,17.334752192320796,0.7013698630136986,328.0,4.0,0.5,0,3
329,Listing 329,7614,Host 329,Eixample,El Raval,41.382458582990026,2.120021995862392,Entire home/apt,162,13,132,2025-07-08,0.2152620135783428,3,86,329,163.2624109589041,19.018221892477975,0.6876712328767123,329.0,4.0,-0.5,0,1
330,Listing 330,6919,Host 330,Gràcia,Sant Pere,41.38664615348714,2.1120902270635686,Shared room,408,6,86,2025-08-27,3.904819318222176,6,361,330,405.3494520547945,46.830463513462526,0.726027397260274,330.0,5.0,0.2,2,2
331,Listing 331,1853,Host 331,Sants-Montjuïc,El Raval,41.38961726916093,2.209190896046065,Entire home/apt,140,11,168,2025-10-16,1.9911389697900583,6,55,331,139.20191780821918,16.740806502551276,0.6767123287671233,331.0,3.0,1.0,0,4
332,Listing 332,5146,Host 332,Gràcia,El Raval,41.41954672066899,2.174469172853295,Private room,395,9,58,2000-01-01,2.2195191615995578,3,112,332,397.5467945205479,45.698045277333236,0.6821917808219178,332.0,1.0,1.0,1,2
333,Listing 333,4769,Host 333,Ciutat Vella,Poble Sec,41.38885581012703,2.165527605392277,Entire home/apt,255,7,88,2026-02-23,4.467972932250658,3,12,333,254.80701369863013,30.093598678824037,0.6931506849315069,333.0,6.0,0.8333333333333334,0,0
334,Listing 334,1574,Host 334,Gràcia,Sant Pere,41.394869362262256,2.2094262342978594,Entire home/apt,66,1,181,2026-01-29,3.290274919306104,8,17,334,66.32350684931507,7.508852817525134,0.7013698630136986,334.0,4.0,0.25,0,2
335,Listing 335,2148,Host 335,Ciutat Vella,Sants,41.37375441308743,2.2148269348486664,Entire home/apt,323,12,149,2026-02-26,0.0402955167105989,8,181,335,326.99501369863015,37.92439886753775,0.7315068493150685,335.0,4.0,1.25,0,0
